log_id,user_id,session_id,timestamp,feature_accessed,action
50084,1001,3895,2026-05-10 09:07:35.082248,Investment,click
50085,1001,7246,2026-05-26 04:56:56.690763,Investment,click
50086,1001,5613,2026-05-17 04:15:09.971968,Investment,click
50087,1001,7983,2026-05-23 18:31:48.668485,Investment,click
50088,1001,2788,2026-05-21 17:11:00.548795,Investment,click
50089,1001,2556,2026-05-25 17:58:42.847848,Investment,click
50090,1001,6396,2026-05-12 16:55:59.933950,Investment,click
50091,1001,2479,2026-05-13 19:41:20.839566,Investment,click
50092,1001,3282,2026-05-30 21:26:09.389307,Investment,click
50093,1001,2650,2026-05-13 01:42:50.258800,Investment,click
50094,1001,1438,2026-05-15 17:36:55.596107,Investment,click
50095,1001,1171,2026-05-11 16:56:18.862670,Investment,click
50096,1001,1436,2026-05-24 09:58:45.094415,Investment,click
50097,1001,9429,2026-05-14 00:25:13.306230,Investment,click
50098,1001,9187,2026-05-20 00:57:40.449608,Investment,click
50099,1001,3425,2026-06-03 11:42:11.715855,Investment,click
50100,1001,1988,2026-05-08 07:31:53.132211,Investment,click
50101,1001,1969,2026-06-06 13:01:53.545111,Investment,click
50102,1001,3293,2026-05-24 20:37:05.047740,Investment,click
50103,1001,9173,2026-06-04 07:03:18.425473,Investment,click
50104,1001,4736,2026-05-27 23:13:38.002448,Investment,click
50105,1001,4622,2026-05-27 12:17:26.801082,Investment,click
50106,1001,7550,2026-05-17 16:57:55.951480,Apply Credit Card,click
50107,1001,7225,2026-05-21 22:35:01.781631,Apply Credit Card,click
50108,1001,5359,2026-05-07 14:34:05.653669,Apply Credit Card,click
50109,1001,7211,2026-05-23 08:51:47.346063,Apply Credit Card,click
50110,1001,1404,2026-05-27 15:46:24.430028,Apply Credit Card,click
50111,1001,6762,2026-06-03 21:02:47.752456,Apply Credit Card,click
50112,1001,5424,2026-05-15 10:36:40.008570,Apply Credit Card,click
50113,1001,2640,2026-05-19 21:48:53.257702,Apply Credit Card,click
50114,1001,9339,2026-05-17 08:29:32.017921,Apply Credit Card,click
50115,1001,5281,2026-05-11 16:40:39.516220,Apply Credit Card,click
50116,1001,6908,2026-05-19 12:09:54.474988,Apply Credit Card,click
50117,1001,5654,2026-05-13 19:43:41.494080,Apply Credit Card,click
50118,1001,9835,2026-05-23 21:57:28.690649,Apply Credit Card,click
50119,1002,6779,2026-05-15 07:50:18.645679,Voucher,click
50120,1002,3609,2026-05-12 07:09:32.900116,Voucher,click
50121,1002,8024,2026-05-15 18:21:45.904784,Voucher,click
50122,1002,1275,2026-05-31 18:43:34.361569,Voucher,click
50123,1002,3821,2026-05-31 08:48:18.707983,Voucher,click
50124,1002,4748,2026-05-10 06:29:35.201585,Voucher,click
50125,1002,6567,2026-05-09 13:38:49.879676,Voucher,click
50126,1002,6211,2026-05-14 08:12:16.728147,Voucher,click
50127,1002,7126,2026-05-14 04:21:02.635585,Voucher,click
50128,1002,5291,2026-05-14 03:14:48.259592,Voucher,click
50129,1002,6589,2026-05-18 17:01:35.381645,Voucher,click
50130,1002,2575,2026-05-19 18:21:36.209806,Voucher,click
50131,1002,3361,2026-05-24 14:21:19.286136,Voucher,click
50132,1002,7212,2026-05-27 19:04:21.873584,Voucher,click
50133,1002,1622,2026-05-15 23:28:48.995036,Voucher,click
50134,1002,4940,2026-05-27 18:13:43.118250,Voucher,click
50135,1002,1770,2026-05-20 06:23:09.817979,Voucher,click
50136,1002,1387,2026-05-24 08:25:43.593811,QRIS,click
50137,1002,7807,2026-05-30 14:19:19.617556,QRIS,click
50138,1002,6452,2026-05-11 06:22:36.003147,QRIS,click
50139,1002,4925,2026-05-15 20:02:06.915019,QRIS,click
50140,1002,1011,2026-05-07 18:38:05.313240,QRIS,click
50141,1002,2299,2026-05-27 16:34:35.838060,QRIS,click
50142,1002,9227,2026-05-17 07:14:03.084665,QRIS,click
50143,1002,5616,2026-05-17 00:15:50.128247,QRIS,click
50144,1002,4113,2026-05-25 22:04:59.827330,QRIS,click
50145,1002,5798,2026-05-30 16:16:36.375249,QRIS,click
50146,1002,5298,2026-05-07 17:39:14.920032,QRIS,click
50147,1002,3578,2026-05-10 07:01:55.074120,QRIS,click
50148,1002,5587,2026-06-03 15:02:49.725991,QRIS,click
50149,1002,3517,2026-05-26 03:57:32.648515,QRIS,click
50150,1002,2424,2026-05-28 16:44:06.854694,QRIS,click
50151,1002,7122,2026-05-13 16:41:44.773504,QRIS,click
50152,1002,4788,2026-05-09 11:29:50.269324,QRIS,click
50153,1002,5033,2026-05-26 17:51:48.267534,QRIS,click
50154,1002,4125,2026-05-25 05:38:30.174319,QRIS,click
50155,1002,9766,2026-05-10 19:06:07.111328,QRIS,click
50156,1002,6209,2026-05-31 01:39:04.854686,QRIS,click
50157,1002,5040,2026-05-26 23:40:04.770212,QRIS,click
50158,1002,3444,2026-05-23 22:30:40.318311,QRIS,click
50159,1002,8201,2026-05-29 23:14:25.537001,QRIS,click
50160,1002,9655,2026-05-27 16:02:25.773620,Tukar Point Xtra,click
50161,1002,8028,2026-05-25 15:26:22.996276,Tukar Point Xtra,click
50162,1002,7113,2026-06-05 06:07:35.113910,Tukar Point Xtra,click
50163,1002,6292,2026-05-29 02:04:21.794290,Tukar Point Xtra,click
50164,1002,2262,2026-05-16 20:43:56.668126,Tukar Point Xtra,click
50165,1002,9949,2026-05-18 22:10:27.601462,Tukar Point Xtra,click
50166,1002,7058,2026-05-17 07:32:42.763159,Tukar Point Xtra,click
50167,1002,9674,2026-05-27 10:07:45.468514,Tukar Point Xtra,click
50168,1002,8966,2026-05-25 23:10:10.851582,Tukar Point Xtra,click
50169,1002,8241,2026-05-29 05:03:14.422286,Tukar Point Xtra,click
50170,1002,5460,2026-05-25 16:13:33.046017,Tukar Point Xtra,click
50171,1002,4608,2026-05-09 18:56:50.879150,Tukar Point Xtra,click
50172,1002,7708,2026-05-16 21:44:48.351672,Tukar Point Xtra,click
50173,1002,1807,2026-05-18 17:44:11.206285,Tukar Point Xtra,click
50174,1002,1966,2026-05-17 04:03:25.137553,Tukar Point Xtra,click
50175,1002,2331,2026-05-09 07:25:26.440909,Tukar Point Xtra,click
50176,1002,2728,2026-05-31 16:49:49.443307,Tukar Point Xtra,click
50177,1002,4405,2026-06-02 20:02:05.067284,Tukar Point Xtra,click
50178,1002,9929,2026-05-15 02:11:13.898130,Tukar Point Xtra,click
50179,1002,6641,2026-05-24 19:39:56.242947,Tukar Point Xtra,click
50180,1002,5909,2026-05-25 09:31:04.948149,Tukar Point Xtra,click
50181,1003,8515,2026-05-29 18:46:16.927068,Voucher,click
50182,1003,9411,2026-06-02 23:46:12.217034,Voucher,click
50183,1003,9896,2026-05-12 07:18:29.663773,Voucher,click
50184,1003,4684,2026-05-15 19:28:16.037116,Voucher,click
50185,1003,7414,2026-05-13 20:04:54.402923,Voucher,click
50186,1003,6957,2026-05-19 11:57:59.530158,Voucher,click
50187,1003,5534,2026-05-27 02:50:26.837597,Voucher,click
50188,1003,6606,2026-05-11 09:49:23.096119,Voucher,click
50189,1003,7885,2026-05-18 16:21:43.404732,Voucher,click
50190,1003,5419,2026-05-31 10:33:43.107598,Voucher,click
50191,1003,8907,2026-05-16 22:18:10.750615,Voucher,click
50192,1003,6439,2026-05-17 09:51:34.118906,Voucher,click
50193,1003,9068,2026-05-30 07:09:28.196279,Voucher,click
50194,1003,8885,2026-05-18 02:03:33.294400,Voucher,click
50195,1003,7782,2026-06-06 06:42:20.847028,Voucher,click
50196,1003,6175,2026-05-11 01:40:57.095563,Voucher,click
50197,1003,8299,2026-06-01 03:16:40.143964,Voucher,click
50198,1003,3171,2026-06-01 16:42:09.583880,Voucher,click
50199,1003,5214,2026-05-17 03:49:24.325053,Voucher,click
50200,1003,4678,2026-05-16 00:32:25.369902,Voucher,click
50201,1003,6667,2026-05-10 04:57:16.074747,Voucher,click
50202,1003,7900,2026-05-25 18:24:44.570008,Voucher,click
50203,1003,9036,2026-05-18 15:07:32.060127,Voucher,click
50204,1003,8185,2026-06-04 03:05:40.993603,Voucher,click
50205,1003,2947,2026-05-23 04:25:14.924658,Voucher,click
50206,1003,5938,2026-05-26 17:11:38.329836,Voucher,click
50207,1003,2279,2026-05-25 17:24:35.172236,Voucher,click
50208,1003,1532,2026-05-14 17:31:39.872432,Voucher,click
50209,1003,4802,2026-06-06 10:37:56.539212,Voucher,click
50210,1003,9635,2026-05-21 22:36:44.737254,Voucher,click
50211,1003,8635,2026-05-12 16:04:13.051221,QRIS,click
50212,1003,2911,2026-06-02 12:25:10.782011,QRIS,click
50213,1003,3844,2026-05-08 21:19:16.743596,QRIS,click
50214,1003,6179,2026-05-12 14:38:04.301358,QRIS,click
50215,1003,8176,2026-06-03 18:24:48.068036,QRIS,click
50216,1003,3628,2026-05-18 11:38:09.072168,QRIS,click
50217,1003,4355,2026-05-19 22:59:09.873440,QRIS,click
50218,1003,5792,2026-05-14 19:39:51.957633,QRIS,click
50219,1003,9464,2026-05-09 07:48:10.037004,QRIS,click
50220,1003,7264,2026-06-03 22:38:04.095124,QRIS,click
50221,1003,8036,2026-05-14 10:47:10.228904,QRIS,click
50222,1003,2244,2026-06-02 00:12:00.529318,QRIS,click
50223,1003,6011,2026-06-04 23:04:23.639252,QRIS,click
50224,1003,5890,2026-05-11 01:59:09.287201,QRIS,click
50225,1003,9161,2026-05-12 19:21:44.742241,QRIS,click
50226,1003,4631,2026-06-01 01:59:02.979545,QRIS,click
50227,1003,9316,2026-06-03 00:10:16.965184,QRIS,click
50228,1003,2106,2026-05-09 20:11:54.117525,QRIS,click
50229,1003,5356,2026-06-02 02:20:52.655269,QRIS,click
50230,1003,8747,2026-05-21 23:29:49.529455,QRIS,click
50231,1003,2720,2026-05-24 01:13:32.250764,QRIS,click
50232,1003,8307,2026-05-26 01:32:48.644330,QRIS,click
50233,1003,6384,2026-05-07 21:54:21.994258,Tukar Point Xtra,click
50234,1003,6110,2026-05-28 11:40:35.603055,Tukar Point Xtra,click
50235,1003,5733,2026-05-30 17:37:28.501133,Tukar Point Xtra,click
50236,1003,5022,2026-05-09 19:02:26.417364,Tukar Point Xtra,click
50237,1003,3325,2026-05-24 08:27:55.850235,Tukar Point Xtra,click
50238,1003,4116,2026-05-30 21:04:35.251089,Tukar Point Xtra,click
50239,1003,9763,2026-05-26 11:55:36.120574,Tukar Point Xtra,click
50240,1003,1680,2026-05-31 20:28:13.527609,Tukar Point Xtra,click
50241,1003,9588,2026-05-09 02:41:56.618167,Tukar Point Xtra,click
50242,1003,6775,2026-05-20 22:19:54.650854,Tukar Point Xtra,click
50243,1003,8280,2026-06-05 09:09:46.074750,Tukar Point Xtra,click
50244,1003,3313,2026-05-28 16:30:07.700574,Tukar Point Xtra,click
50245,1003,6381,2026-05-13 06:43:04.629357,Tukar Point Xtra,click
50246,1003,9099,2026-05-08 04:15:52.887768,Tukar Point Xtra,click
50247,1003,5437,2026-05-08 00:31:34.269765,Tukar Point Xtra,click
50248,1004,3533,2026-05-11 11:48:40.513282,History Transaction,click
50249,1004,3332,2026-05-15 23:21:24.992331,History Transaction,click
50250,1004,9223,2026-05-20 08:25:43.285456,History Transaction,click
50251,1004,3927,2026-05-31 00:58:11.920270,History Transaction,click
50252,1004,2185,2026-05-28 13:42:44.979488,History Transaction,click
50253,1004,9649,2026-06-04 04:13:17.185533,History Transaction,click
50254,1004,7199,2026-05-14 21:47:54.691159,History Transaction,click
50255,1004,9679,2026-05-12 23:04:37.838695,History Transaction,click
50256,1004,3449,2026-05-09 16:36:16.235531,History Transaction,click
50257,1004,3292,2026-06-06 12:01:46.678695,History Transaction,click
50258,1004,4569,2026-05-15 21:48:46.317445,History Transaction,click
50259,1004,2865,2026-05-20 15:19:45.098587,History Transaction,click
50260,1004,3378,2026-05-30 23:41:40.480487,History Transaction,click
50261,1004,5509,2026-05-07 20:41:45.966132,History Transaction,click
50262,1004,3395,2026-05-25 09:55:42.543189,History Transaction,click
50263,1004,1977,2026-05-27 07:09:55.674389,History Transaction,click
50264,1004,2908,2026-05-22 10:29:59.069924,History Transaction,click
50265,1004,6573,2026-05-28 06:41:25.590043,History Transaction,click
50266,1004,9874,2026-05-27 13:05:21.828932,History Transaction,click
50267,1004,4103,2026-05-10 15:06:45.331476,History Transaction,click
50268,1004,9710,2026-05-14 03:59:55.588012,History Transaction,click
50269,1004,2670,2026-05-17 01:36:37.158131,History Transaction,click
50270,1004,6472,2026-05-29 08:56:11.866664,History Transaction,click
50271,1004,4771,2026-05-29 13:51:08.281163,History Transaction,click
50272,1004,4131,2026-05-23 17:52:01.420398,History Transaction,click
50273,1004,6092,2026-05-10 23:24:56.580359,History Transaction,click
50274,1004,7620,2026-05-20 17:37:49.528660,Voucher,click
50275,1004,2121,2026-05-11 04:46:53.213832,Voucher,click
50276,1004,9821,2026-05-19 23:27:23.218942,Voucher,click
50277,1004,5056,2026-05-13 08:41:50.402338,Voucher,click
50278,1004,2507,2026-06-05 22:28:14.205822,Voucher,click
50279,1004,5512,2026-05-10 08:42:44.553002,Voucher,click
50280,1004,8738,2026-05-17 10:51:12.021007,Voucher,click
50281,1004,6370,2026-05-23 01:57:02.583309,Voucher,click
50282,1004,8877,2026-05-07 18:05:12.719848,Voucher,click
50283,1004,8873,2026-05-30 15:37:20.212448,Voucher,click
50284,1004,9310,2026-05-15 21:14:20.950319,Voucher,click
50285,1004,6511,2026-06-06 01:17:56.793406,Voucher,click
50286,1004,2245,2026-06-03 00:02:13.852360,Voucher,click
50287,1004,4376,2026-06-01 02:57:55.744011,Voucher,click
50288,1004,2089,2026-05-14 00:25:22.728443,Voucher,click
50289,1004,2118,2026-05-21 23:09:44.806118,Voucher,click
50290,1004,4621,2026-05-27 13:04:53.768721,Voucher,click
50291,1004,9414,2026-05-22 11:06:12.796144,Voucher,click
50292,1004,5992,2026-05-08 23:06:46.218399,Voucher,click
50293,1004,1300,2026-05-26 12:20:29.812583,Voucher,click
50294,1004,5767,2026-05-11 01:49:05.756874,Voucher,click
50295,1004,2965,2026-06-01 04:33:28.243015,Voucher,click
50296,1004,2164,2026-05-08 09:01:20.770061,Voucher,click
50297,1004,8715,2026-06-06 11:31:30.495121,My Schedule,click
50298,1004,8681,2026-05-17 18:29:01.881408,My Schedule,click
50299,1004,2678,2026-05-08 10:53:44.041602,My Schedule,click
50300,1004,7261,2026-05-25 18:31:50.534789,My Schedule,click
50301,1004,1911,2026-05-23 11:12:21.648018,My Schedule,click
50302,1004,1432,2026-05-29 08:55:02.289207,My Schedule,click
50303,1004,7859,2026-05-12 15:56:23.129063,My Schedule,click
50304,1004,6116,2026-05-19 05:02:35.510870,My Schedule,click
50305,1004,3441,2026-05-12 10:47:58.141775,My Schedule,click
50306,1004,2898,2026-05-19 18:19:02.954926,My Schedule,click
50307,1004,3293,2026-05-16 22:45:20.475282,My Schedule,click
50308,1004,1357,2026-06-01 20:13:36.107001,My Schedule,click
50309,1004,2294,2026-05-08 14:29:01.258772,My Schedule,click
50310,1004,3056,2026-05-16 02:08:18.789437,My Schedule,click
50311,1004,5101,2026-05-11 21:32:09.188780,My Schedule,click
50312,1004,1631,2026-05-18 06:53:40.600342,My Schedule,click
50313,1004,7013,2026-05-13 14:05:03.667753,My Schedule,click
50314,1004,6723,2026-05-23 19:36:32.526128,My Schedule,click
50315,1004,1475,2026-05-18 14:42:17.765422,My Schedule,click
50316,1004,7280,2026-05-31 04:24:33.428511,My Schedule,click
50317,1004,1720,2026-05-20 14:02:57.813458,My Schedule,click
50318,1004,2109,2026-06-03 09:42:00.524142,My Schedule,click
50319,1004,7183,2026-06-04 14:15:17.065436,My Schedule,click
50320,1004,6274,2026-05-21 05:28:07.391292,My Schedule,click
50321,1004,7888,2026-05-17 02:25:07.914582,My Schedule,click
50322,1004,2074,2026-06-01 08:07:55.403475,My Schedule,click
50323,1004,3742,2026-05-21 19:01:23.415593,My Schedule,click
50324,1004,8729,2026-05-23 01:36:19.523610,My Schedule,click
50325,1005,7005,2026-05-18 11:33:01.965847,Investment,click
50326,1005,9444,2026-05-27 05:03:12.497602,Investment,click
50327,1005,5692,2026-05-30 05:20:37.019404,Investment,click
50328,1005,2686,2026-05-16 10:02:02.972967,Investment,click
50329,1005,6366,2026-05-09 13:16:27.673976,Investment,click
50330,1005,6505,2026-06-06 02:32:26.680714,Investment,click
50331,1005,6041,2026-05-26 18:38:38.246799,Investment,click
50332,1005,9628,2026-05-31 08:38:51.502539,Investment,click
50333,1005,9407,2026-06-01 08:07:38.080450,Investment,click
50334,1005,4621,2026-05-28 07:33:04.727300,Investment,click
50335,1005,4211,2026-05-21 10:13:57.689902,Investment,click
50336,1005,5403,2026-05-22 23:21:58.102955,Insurance,click
50337,1005,6769,2026-05-14 10:10:01.346651,Insurance,click
50338,1005,7537,2026-06-05 04:57:17.513476,Insurance,click
50339,1005,5451,2026-05-14 12:40:44.140025,Insurance,click
50340,1005,1188,2026-05-28 05:04:59.229303,Insurance,click
50341,1005,6166,2026-05-08 13:20:38.101638,Insurance,click
50342,1005,1444,2026-05-09 21:40:27.663213,Insurance,click
50343,1005,5566,2026-05-30 15:12:01.176750,Insurance,click
50344,1005,7713,2026-05-12 13:45:59.846732,Insurance,click
50345,1005,5751,2026-05-15 08:53:24.808215,Insurance,click
50346,1005,5953,2026-05-08 14:10:52.584844,Insurance,click
50347,1005,4810,2026-05-16 23:29:29.158543,Insurance,click
50348,1005,6185,2026-05-09 06:05:18.620826,Insurance,click
50349,1005,8585,2026-05-25 14:53:51.817474,Insurance,click
50350,1005,4366,2026-05-23 08:18:28.533744,Insurance,click
50351,1005,6186,2026-05-26 12:31:02.230206,Apply Loan,click
50352,1005,7382,2026-05-19 08:44:35.273788,Apply Loan,click
50353,1005,7824,2026-05-08 17:27:39.356658,Apply Loan,click
50354,1005,2729,2026-05-29 14:52:22.988711,Apply Loan,click
50355,1005,7328,2026-05-10 01:49:23.386021,Apply Loan,click
50356,1005,6210,2026-05-15 03:46:16.321712,Apply Loan,click
50357,1005,7281,2026-05-19 07:41:37.370443,Apply Loan,click
50358,1005,7883,2026-05-29 11:18:23.366938,Apply Loan,click
50359,1005,8974,2026-05-16 08:17:37.905626,Apply Loan,click
50360,1005,1292,2026-05-30 13:43:33.205354,Apply Loan,click
50361,1005,9481,2026-06-06 12:42:50.316973,Apply Loan,click
50362,1005,3227,2026-05-25 17:49:06.839822,Apply Loan,click
50363,1005,9717,2026-06-05 18:27:53.205392,Apply Loan,click
50364,1005,9564,2026-06-03 16:20:03.518359,Apply Loan,click
50365,1005,3284,2026-05-19 12:50:51.462045,Apply Loan,click
50366,1005,4499,2026-05-23 21:35:20.754616,Apply Loan,click
50367,1005,1203,2026-05-21 22:01:37.317663,Apply Loan,click
50368,1005,6236,2026-05-16 07:22:59.002638,Apply Loan,click
50369,1005,1466,2026-05-22 16:28:52.477153,Apply Loan,click
50370,1005,5890,2026-05-20 14:56:49.543668,Apply Loan,click
50371,1005,8163,2026-06-04 16:46:04.906420,Apply Loan,click
50372,1005,4400,2026-05-18 06:59:19.042195,Apply Loan,click
50373,1005,7452,2026-05-12 16:27:16.854966,Apply Loan,click
50374,1005,1747,2026-05-30 16:39:47.816497,Apply Loan,click
50375,1005,6802,2026-05-15 22:42:07.715694,Apply Loan,click
50376,1005,9228,2026-05-17 05:36:40.214370,Apply Loan,click
50377,1005,7825,2026-05-23 22:15:31.485276,Apply Loan,click
50378,1005,6193,2026-05-30 06:27:51.068521,Apply Loan,click
50379,1005,8025,2026-05-22 16:14:40.058319,Apply Loan,click
50380,1005,3358,2026-06-01 00:38:12.867260,Apply Loan,click
50381,1006,7257,2026-05-22 23:36:49.260973,Investment,click
50382,1006,8866,2026-05-27 03:40:05.836855,Investment,click
50383,1006,1164,2026-05-15 12:18:27.568280,Investment,click
50384,1006,9263,2026-05-24 09:23:47.828729,Investment,click
50385,1006,3044,2026-06-04 12:55:32.176577,Investment,click
50386,1006,6278,2026-05-10 04:12:17.455582,Investment,click
50387,1006,3655,2026-05-10 16:18:15.427177,Investment,click
50388,1006,2180,2026-05-10 17:55:28.582902,Investment,click
50389,1006,2121,2026-05-08 19:37:50.447100,Investment,click
50390,1006,6176,2026-05-28 06:02:27.818766,Investment,click
50391,1006,1219,2026-05-21 12:22:26.238050,Investment,click
50392,1006,9188,2026-05-12 07:45:28.335947,Investment,click
50393,1006,4901,2026-05-24 23:07:44.802119,Investment,click
50394,1006,3081,2026-05-15 13:46:01.362395,Investment,click
50395,1006,5813,2026-05-27 19:57:58.511451,Investment,click
50396,1006,8217,2026-05-28 07:11:36.586994,Investment,click
50397,1006,6038,2026-06-01 18:53:06.165525,Investment,click
50398,1006,6564,2026-06-03 23:32:35.088202,Investment,click
50399,1006,1893,2026-05-30 08:37:28.566446,Investment,click
50400,1006,5683,2026-05-28 14:10:11.848809,Investment,click
50401,1006,6896,2026-05-25 16:10:59.117141,Investment,click
50402,1006,3127,2026-05-19 17:12:59.062193,Investment,click
50403,1006,7210,2026-05-28 09:23:34.493499,Investment,click
50404,1006,6248,2026-06-02 03:44:19.890260,Investment,click
50405,1006,9397,2026-05-27 06:18:03.826542,Investment,click
50406,1006,3973,2026-05-15 09:08:08.328444,Insurance,click
50407,1006,1436,2026-06-06 08:25:56.919564,Insurance,click
50408,1006,4420,2026-05-21 04:25:28.296245,Insurance,click
50409,1006,4536,2026-05-11 15:42:53.136746,Insurance,click
50410,1006,3164,2026-05-17 15:35:46.298443,Insurance,click
50411,1006,7611,2026-05-08 22:52:14.763511,Insurance,click
50412,1006,9735,2026-05-13 05:53:56.482882,Insurance,click
50413,1006,6801,2026-05-26 16:18:04.011839,Insurance,click
50414,1006,8519,2026-05-28 14:15:49.495895,Insurance,click
50415,1006,7122,2026-05-28 21:06:11.701977,Insurance,click
50416,1006,5468,2026-05-11 06:10:01.402464,Insurance,click
50417,1006,8290,2026-05-19 19:47:19.298985,Apply Loan,click
50418,1006,1658,2026-05-11 22:55:25.285395,Apply Loan,click
50419,1006,5450,2026-05-23 18:16:18.593116,Apply Loan,click
50420,1006,6069,2026-06-03 20:43:37.683045,Apply Loan,click
50421,1006,5396,2026-05-15 04:07:38.125931,Apply Loan,click
50422,1006,1092,2026-06-02 17:45:01.240538,Apply Loan,click
